,1,1,1,1,1,39,40,2174,0
,1,85,10,65,2,51,50,0,0
,1,85,1,11,6,27,45,0,1876
,1,85,10,45,9,40,42,0,0
,1,170,11,38,15,32,40,4508,0
,1,85,20,16,1,34,40,1471,0
,1,85,21,11,2,65,40,0,0
,1,85,1,38,2,28,40,0,0
,1,85,1,38,2,35,40,0,0
,1,85,10,53,2,36,40,0,0
,1,85,10,11,14,37,40,0,0
,1,170,21,11,6,25,40,0,0
,1,36,10,26,12,64,70,0,0
,1,36,10,77,9,50,65,0,1579
,1,125,1,53,1,58,62,0,0
,1,125,11,55,6,51,60,0,2057
,1,36,19,11,6,24,60,0,0
,1,36,25,18,6,42,60,0,0
,1,36,10,56,4,33,60,0,0
,1,125,3,4,2,65,59,0,2206
,1,36,10,53,10,36,50,0,0
,1,36,10,55,10,68,50,0,0
,1,36,10,12,1,32,50,0,0
,1,36,10,11,6,49,50,0,0
,1,125,3,52,4,46,50,0,0
,1,36,10,38,2,27,46,5013,0
,1,36,1,65,2,22,45,0,0
,1,36,2,13,2,40,45,0,0
,1,36,1,53,11,28,40,0,2339
,1,36,1,10,2,38,40,0,1876
,1,36,3,4,6,36,40,0,0
,1,36,19,77,2,58,40,0,0
,1,36,19,31,3,17,40,0,0
,1,36,2,77,3,53,40,0,0
,1,36,1,53,10,29,40,0,0
,1,36,1,53,1,33,40,0,0
,1,36,1,53,2,23,40,0,0
,1,36,1,45,1,53,40,0,0
,1,36,2,46,2,54,40,0,0
,1,36,1,11,2,40,40,0,0
,1,36,15,11,3,57,40,0,0
,1,36,10,59,6,66,40,0,0
,1,36,10,59,2,44,40,0,0
,1,36,10,53,1,38,40,0,0
,1,36,10,38,5,35,40,0,0
,1,36,10,24,1,51,40,0,0
,1,36,10,11,1,29,40,0,0
,1,36,10,11,8,45,40,0,0
,1,36,10,13,5,49,40,0,0
,1,125,26,66,13,73,40,0,0
,1,125,20,38,2,45,40,0,0
,1,125,22,18,2,40,40,0,0
,1,125,3,18,1,32,40,0,0
,1,125,1,52,4,26,40,0,0
,1,125,1,53,2,23,40,0,0
,1,125,27,44,2,62,40,0,0
,1,125,1,48,6,24,40,0,0
,1,125,1,4,6,56,40,0,0
,1,125,2,4,2,61,40,0,0
,1,125,2,4,2,45,40,0,0
,1,125,1,53,8,27,36,0,1876
,1,125,1,53,8,25,36,0,0
,1,125,2,45,5,53,36,0,0
,1,36,10,11,2,28,35,0,0
,1,125,1,18,1,23,35,0,0
,1,125,1,4,1,29,35,0,0
,1,125,2,4,6,30,35,0,0
,1,51,15,77,2,44,32,0,0
,1,36,19,45,6,25,30,0,0
,1,36,19,45,2,29,30,0,0
,1,36,19,11,1,25,30,0,0
,1,36,1,18,1,40,30,0,0
,1,36,10,4,1,56,30,0,0
,1,36,19,45,2,18,25,0,0
,1,125,3,65,2,37,25,0,0
,1,36,19,45,6,24,20,0,0
,1,36,10,38,4,26,20,0,0
,1,36,10,77,2,73,16,0,0
,1,36,19,45,6,20,12,0,0
,1,36,19,45,13,17,10,0,0
,1,125,22,55,10,36,10,0,0
,1,125,1,71,6,20,10,0,0
,1,125,2,2,3,72,8,0,0
,1,84,10,53,4,64,60,0,2057
,1,84,10,45,2,43,60,2829,0
,1,84,15,53,10,31,60,0,0
,1,84,10,19,6,40,50,0,0
,1,168,1,65,1,36,50,0,0
,1,168,22,45,2,33,48,0,0
,1,168,13,38,9,28,48,0,0
,1,84,1,38,1,24,45,0,0
,1,168,13,38,5,48,45,0,0
,1,84,10,11,13,43,42,0,0
,1,84,10,45,9,46,40,0,1651
,1,84,10,1,1,57,40,0,1485
,1,84,14,56,10,56,40,2885,0
,1,84,19,38,2,34,40,0,0
,1,84,19,18,6,25,40,0,0
,1,84,1,65,4,39,40,0,0
,1,84,2,65,1,39,40,0,0
,1,84,15,45,15,61,40,0,0
,1,84,2,45,1,44,40,0,0
,1,84,2,45,2,59,40,0,0
,1,84,10,53,10,31,40,0,0
,1,84,10,53,4,36,40,0,0
,1,84,10,53,1,45,40,0,0
,1,84,10,44,2,56,40,0,0
,1,84,10,45,2,41,40,0,0
,1,84,10,45,2,49,40,0,0
,1,84,10,45,2,35,40,0,0
,1,84,10,20,2,45,40,0,0
,1,84,10,11,9,41,40,0,0
,1,84,10,11,15,54,40,0,0
,1,124,22,45,2,33,40,0,0
,1,168,11,38,1,53,40,0,0
,1,168,11,38,2,52,40,0,0
,1,168,13,38,2,50,40,0,0
,1,168,15,56,4,54,40,0,0
,1,168,2,18,1,30,40,0,0
,1,84,15,45,13,46,37,0,0
,1,84,10,65,11,35,35,0,0
,1,168,19,52,1,23,35,0,0
,1,84,10,45,1,37,30,0,0
,1,84,10,45,2,40,30,0,0
,1,84,10,45,9,48,30,0,0
,1,168,15,38,5,52,30,0,0
,1,84,1,56,4,27,20,0,0
,1,84,10,74,10,34,20,0,0
,1,84,1,45,1,30,15,0,0
,1,84,10,56,4,30,10,0,0
,1,168,15,56,4,24,10,0,0
,1,34,10,51,11,26,60,0,0
,1,34,10,4,7,50,60,0,0
,1,34,13,20,5,56,50,3411,0
,1,34,19,13,6,28,50,0,0
,1,123,22,71,6,33,50,0,0
,1,123,1,55,4,39,50,0,0
,1,123,29,13,14,57,45,0,1602
,1,34,15,11,2,51,45,0,0
,1,123,3,45,8,29,45,0,0
,1,50,10,38,2,52,40,3781,0
,1,34,10,65,2,38,40,3464,0
,1,34,3,45,2,49,40,0,0
,1,34,19,65,6,21,40,0,0
,1,34,19,31,16,18,40,0,0
,1,34,19,11,2,23,40,0,0
,1,34,1,77,12,26,40,0,0
,1,34,1,31,2,32,40,0,0
,1,34,1,11,12,28,40,0,0
,1,34,25,4,2,36,40,0,0
,1,34,1,4,1,21,40,0,0
,1,34,1,2,7,45,40,0,0
,1,34,10,53,1,49,40,0,0
,1,34,10,55,2,31,40,0,0
,1,34,10,38,8,31,40,0,0
,1,34,10,31,3,32,40,0,0
,1,34,10,18,2,29,40,0,0
,1,34,10,11,6,25,40,0,0
,1,34,10,11,6,60,40,0,0
,1,34,10,11,16,64,40,0,0
,1,50,26,38,2,45,40,0,0
,1,123,20,50,5,41,40,0,0
,1,123,22,38,5,32,40,0,0
,1,123,3,4,6,38,40,0,0
,1,123,19,65,2,25,40,0,0
,1,123,1,38,13,25,40,0,0
,1,123,15,38,2,46,40,0,0
,1,123,15,38,13,53,40,0,0
